OBJECTID,Juvenile_race_ethnicity,Juvenile_gender,status,status_reason,intake_date,CreationDate,Creator,EditDate,Editor
1042,Black,Male,Inactive-successful,,2015-05-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1043,Black,Female,Inactive-successful,,2015-05-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1044,Hispanic,Male,Inactive-successful,,2015-05-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1045,Black,Female,Inactive-Unsuccessful,Failure to Appear,2015-05-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1046,Black,Male,Inactive-successful,,2015-05-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1047,Black,Male,Inactive-successful,,2015-05-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1048,White,Male,Inactive-successful,,2015-05-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1049,Black,Male,Inactive-successful,,2015-05-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1050,Black,Male,Inactive-successful,,2015-05-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1051,Black,Female,Inactive-successful,,2015-05-01T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1052,White,Male,Inactive-Unsuccessful,Failure to Appear,2015-05-01T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1053,Black,Female,Inactive-successful,,2015-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1054,Black,Female,Inactive-successful,,2015-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1055,Hispanic,Male,Inactive-successful,,2015-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1056,White,Male,Rejected at screening,,2015-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1057,Black,Female,Rejected at screening,Unable to make Contact,2015-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1058,White,Female,Inactive-successful,,2015-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1059,Hispanic,Male,Inactive-successful,,2015-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1060,Black,Female,Inactive-successful,,2015-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1061,Hispanic,Male,Inactive-successful,,2015-04-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1062,Black,Female,Inactive-successful,,2015-04-28T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1063,Black,Male,Inactive-Unsuccessful,Failure to Appear,2015-04-28T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1064,Black,Male,Inactive-successful,,2015-04-28T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1065,White,Male,Inactive-successful,,2015-04-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1066,Hispanic,Male,Inactive-successful,,2015-04-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1067,Hispanic,Male,Inactive-successful,,2015-04-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1068,Hispanic,Male,Inactive-successful,,2015-04-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1069,Black,Female,Rejected at screening,Unwilling To Participate,2015-04-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1070,Black,Male,Inactive-Unsuccessful,Unwilling To Participate,2015-04-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1071,Black,Male,Inactive-successful,,2015-04-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1072,Hispanic,Male,Inactive-successful,,2015-04-21T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1073,Black,Male,Rejected at screening,Unwilling To Participate,2015-04-21T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1074,Black,Female,Rejected at screening,Unable to make Contact,2015-04-21T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1075,Black,Female,Rejected at screening,Unwilling To Participate,2015-04-21T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1076,Black,Male,Inactive-successful,,2015-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1077,Black,Female,Inactive-successful,,2015-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1078,Black,Female,Rejected at screening,,2015-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1079,Black,Female,Inactive-successful,,2015-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1080,Black,Male,Inactive-Unsuccessful,Unwilling To Participate,2015-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1081,Asian,Male,Inactive-successful,,2015-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1082,Black,Female,Inactive-Unsuccessful,Unwilling To Participate,2015-04-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1083,Black,Male,Inactive-successful,,2015-04-17T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1084,Black,Male,Inactive-successful,,2015-04-17T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1085,Black,Male,Inactive-Unsuccessful,Unwilling To Participate,2015-04-17T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1086,Black,Female,Inactive-successful,,2015-04-15T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1087,Black,Female,Rejected at screening,,2015-04-15T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1088,Hispanic,Male,Inactive-successful,,2015-04-10T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1089,Black,Female,Rejected at screening,,2015-04-10T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1090,Black,Male,Inactive-successful,,2015-04-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1091,Black,Male,Inactive-successful,,2015-04-08T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1092,Black,Male,Rejected at screening,Unable to make Contact,2015-04-08T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1093,Asian,Male,Rejected at screening,Unable to make Contact,2015-04-08T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1094,Black,Male,Rejected at screening,Unwilling To Participate,2015-04-07T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1095,Black,Male,Inactive-successful,,2015-04-07T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1096,Black,Female,Inactive-successful,,2015-04-07T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1097,Hispanic,Male,Rejected at screening,Unwilling To Participate,2015-04-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1098,Black,Male,Rejected at screening,,2015-04-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1099,Black,Male,Inactive-successful,,2015-04-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1100,Black,Male,Inactive-successful,,2015-04-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1101,Black,Male,Inactive-Unsuccessful,Unwilling To Participate,2015-04-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1102,Black,Female,Rejected at screening,Unable to make Contact,2015-04-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1103,Hispanic,Male,Inactive-successful,,2015-04-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1104,Hispanic,Male,Inactive-Unsuccessful,New Charge,2015-04-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1105,Black,Male,Inactive-successful,,2015-04-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1106,White,Male,Inactive-successful,,2015-04-01T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1107,Black,Female,Inactive-successful,,2015-04-01T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1108,Black,Female,Inactive-successful,,2015-04-01T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1109,Black,Male,Inactive-successful,,2015-04-01T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1110,White,Male,Inactive-successful,,2015-04-01T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1111,Black,Male,Rejected at screening,Unwilling To Participate,2015-04-01T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1112,Black,Male,Inactive-Unsuccessful,Unwilling To Participate,2015-04-01T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1113,Black,Female,Inactive-successful,,2015-03-31T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1114,Black,Male,Inactive-successful,,2015-03-31T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1115,White,Female,Rejected at screening,Unable to make Contact,2015-03-31T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1116,Black,Female,Inactive-successful,,2015-03-31T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1117,Black,Female,Rejected at screening,Moved Out of Town,2015-03-31T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1118,White,Female,Inactive-successful,,2015-03-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1119,Black,Male,Inactive-successful,,2015-03-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1120,Black,Male,Rejected at screening,Unwilling To Participate,2015-03-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1121,Black,Male,Inactive-successful,,2015-03-30T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1122,Black,Female,Inactive-Unsuccessful,,2015-03-27T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1123,Black,Female,Rejected at screening,Unwilling To Participate,2015-03-27T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1124,Black,Male,Inactive-successful,,2015-03-27T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1125,White,Female,Inactive-Successful,,2015-03-26T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1126,Black,Male,Rejected at screening,,2015-03-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1127,Hispanic,Female,Inactive-successful,,2015-03-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1128,Black,Male,Inactive-Unsuccessful,Unwilling To Participate,2015-03-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1129,Black,Male,Inactive-successful,,2015-03-24T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1130,Hispanic,Male,Inactive-successful,,2015-03-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1131,Black,Female,Inactive-successful,,2015-03-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1132,Hispanic,Female,Inactive-Unsuccessful,Unwilling To Participate,2015-03-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1133,White,Male,Inactive-successful,,2015-03-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1134,White,Female,Inactive-Unsuccessful,Failure to Appear,2015-03-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1135,Black,Male,Inactive-successful,,2015-03-20T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1136,Hispanic,Female,Inactive-successful,,2015-03-19T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1137,Black,Male,Rejected at screening,,2015-03-19T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1138,Black,Female,Inactive-successful,,2015-03-19T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1139,Black,Male,Rejected at screening,Unwilling To Participate,2015-03-17T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1140,Black,Male,Inactive-successful,,2015-03-17T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1141,White,Female,Inactive-successful,,2015-03-17T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1142,Hispanic,Female,Rejected at screening,,2015-03-17T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1143,Black,Female,Inactive-successful,,2015-03-17T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1144,Hispanic,Male,Inactive-successful,,2015-03-16T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1145,Black,Male,Inactive-successful,,2015-03-16T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1146,White,Male,Inactive-successful,,2015-03-16T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1147,Black,Male,Inactive-successful,,2015-03-16T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1148,Black,Male,Inactive-successful,,2015-03-12T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1149,Black,Male,Inactive-successful,,2015-03-10T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1150,Black,Female,Inactive-successful,,2015-03-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1151,Black,Female,Inactive-Unsuccessful,,2015-03-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1152,Black,Male,Rejected at screening,Unwilling To Participate,2015-03-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1153,Black,Male,Rejected at screening,Previous Charges,2015-03-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1154,Black,Male,Inactive-successful,,2015-03-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1155,Black,Male,Inactive-Unsuccessful,Unwilling To Participate,2015-03-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1156,Black,Male,Inactive-successful,,2015-03-09T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1157,Hispanic,Male,Inactive-successful,,2015-03-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1158,Black,Male,Inactive-successful,,2015-03-06T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1159,Black,Male,Inactive-Unsuccessful,New Charge,2015-03-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1160,Black,Female,Inactive-successful,,2015-03-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1161,Hispanic,Male,Inactive-successful,,2015-03-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1162,Hispanic,Male,Inactive-successful,,2015-03-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1163,Black,Female,Inactive-Unsuccessful,New Charge,2015-03-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1164,Black,Male,Inactive-successful,,2015-03-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1165,Black,Female,Inactive-successful,,2015-03-05T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1166,Black,Female,Rejected at screening,Unwilling To Participate,2015-03-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1167,Black,Male,Inactive-successful,,2015-03-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1168,Hispanic,Female,Inactive-successful,,2015-03-04T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1169,Black,Female,Inactive-Unsuccessful,Failure to Appear,2015-03-03T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1170,Black,Male,Inactive-successful,,2015-03-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1171,Black,Male,Inactive-successful,,2015-03-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1172,Black,Male,Inactive-successful,,2015-03-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1173,White,Male,Inactive-successful,,2015-03-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1174,Black,Male,Inactive-successful,NO FURTHER ACTION,2015-03-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1175,Black,Male,Inactive-successful,,2015-03-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1176,White,Male,Inactive-successful,,2015-03-02T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1177,Hispanic,Male,Rejected at screening,,2015-02-26T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1178,Black,Male,Inactive-Successful,,2015-02-26T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1179,Black,Male,Rejected at screening,,2015-02-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1180,White,Male,Inactive-successful,,2015-02-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
1181,White,Female,Inactive-Successful,,2015-02-25T00:00:00.000Z,2017-08-07T03:04:27.213Z,charlottedata,2017-08-07T03:04:27.213Z,charlottedata
